time,id,captured,test1,test2,test3,test4,test5,test6
47,11,1,0,0,0,0,0,0
48,11,1,0,0,0,0,0,0
49,11,1,0,0,0,1,0,0
50,11,1,0,0,0,0,0,0
51,11,1,0,0,0,0,0,0
52,11,1,0,0,0,0,0,0
53,11,1,0,0,0,0,0,0
60,12,1,0,0,0,0,0,0
61,12,0,NA,NA,NA,NA,NA,NA
62,12,1,0,0,0,0,0,0
40,13,1,0,0,0,0,0,0
41,13,1,0,0,0,0,0,0
42,13,0,NA,NA,NA,NA,NA,NA
43,13,1,0,0,0,0,0,0
44,13,1,0,0,0,0,0,0
27,14,1,0,0,0,0,0,0
28,14,1,0,0,0,0,0,0
29,14,1,0,0,0,0,0,0
30,14,0,NA,NA,NA,NA,NA,NA
31,14,1,0,0,0,0,0,0
32,14,1,0,1,0,0,0,0
33,14,0,NA,NA,NA,NA,NA,NA
34,14,1,0,0,0,0,0,0
35,14,1,0,0,0,0,1,0
2,15,1,0,0,0,0,0,0
3,15,1,0,0,0,0,0,0
4,15,1,0,0,0,0,0,0
5,15,1,0,0,0,1,1,0
6,15,1,1,1,0,1,1,0
7,15,0,NA,NA,NA,NA,NA,NA
72,16,1,0,1,0,0,0,0
73,16,0,NA,NA,NA,NA,NA,NA
74,16,1,0,0,0,0,1,0
75,16,1,0,0,0,0,0,0
76,16,1,0,0,0,0,1,0
77,16,1,1,0,0,0,0,0
78,16,1,0,0,0,0,0,0
79,16,1,0,0,0,0,0,0
80,16,1,0,0,0,0,0,0
37,17,1,0,0,0,1,1,0
38,17,1,1,0,0,0,0,1
39,17,1,0,0,0,0,1,0
40,17,1,0,0,0,0,0,1
41,17,1,0,1,0,0,0,0
58,18,1,0,0,0,0,0,0
59,18,1,0,0,0,0,0,0
60,18,1,0,0,0,0,0,0
17,19,0,NA,NA,NA,NA,NA,NA
18,19,1,0,0,0,0,0,0
19,19,0,NA,NA,NA,NA,NA,NA
20,19,0,NA,NA,NA,NA,NA,NA
21,19,0,NA,NA,NA,NA,NA,NA
22,19,0,NA,NA,NA,NA,NA,NA
23,19,1,0,1,1,0,1,1
24,19,0,NA,NA,NA,NA,NA,NA
25,19,1,1,0,0,0,0,1
26,19,1,1,1,0,1,1,0
42,20,1,0,0,0,0,0,0
43,20,1,0,0,0,0,0,0
44,20,1,1,0,0,0,0,0
45,20,1,0,0,0,0,0,0
46,20,1,0,0,0,0,0,0
47,20,1,0,0,0,0,0,0
2,21,1,0,0,0,0,0,0
3,21,1,0,0,0,0,0,0
4,21,0,NA,NA,NA,NA,NA,NA
5,21,0,NA,NA,NA,NA,NA,NA
6,21,1,1,0,0,0,0,1
7,21,1,0,0,0,0,0,0
8,21,1,0,0,0,0,0,0
19,22,0,NA,NA,NA,NA,NA,NA
20,22,1,0,0,0,0,0,0
21,22,1,0,0,0,0,0,1
22,22,1,0,0,0,0,0,0
51,23,0,NA,NA,NA,NA,NA,NA
52,23,1,0,0,0,0,0,0
53,23,0,NA,NA,NA,NA,NA,NA
54,23,1,1,1,0,0,0,0
55,23,1,0,1,0,1,1,0
56,23,1,1,0,0,1,1,1
57,23,1,1,0,0,1,1,1
58,23,1,0,1,0,1,1,0
68,24,1,0,0,0,0,0,0
69,24,1,0,0,0,0,0,0
70,24,1,0,0,0,0,0,0
71,24,0,NA,NA,NA,NA,NA,NA
72,24,1,0,1,0,0,0,0
73,24,1,0,0,0,0,0,0
74,24,1,0,0,0,0,0,0
75,24,1,0,0,0,0,0,0
76,24,1,0,0,0,0,0,0
41,25,1,0,1,0,0,0,0
42,25,1,0,0,0,0,0,0
43,25,1,0,0,0,0,0,0
44,25,1,1,0,0,0,0,0
62,26,1,0,0,0,0,0,0
63,26,0,NA,NA,NA,NA,NA,NA
64,26,1,0,0,0,0,0,0
1,27,1,0,0,0,0,0,0
2,27,0,NA,NA,NA,NA,NA,NA
3,27,0,NA,NA,NA,NA,NA,NA
19,28,1,0,0,0,0,0,0
20,28,1,0,0,0,0,0,0
21,28,1,0,0,0,0,0,1
22,28,1,0,0,0,0,0,0
23,28,1,0,0,0,0,0,0
24,28,0,NA,NA,NA,NA,NA,NA
25,28,1,0,0,0,1,0,0
50,29,1,0,0,0,0,1,0
51,29,0,NA,NA,NA,NA,NA,NA
52,29,1,0,0,0,0,0,0
53,29,1,0,0,0,0,0,0
54,29,1,0,0,0,0,0,1
55,29,0,NA,NA,NA,NA,NA,NA
56,29,1,0,0,0,0,0,0
57,29,1,0,0,0,0,0,0
13,30,0,NA,NA,NA,NA,NA,NA
14,30,1,0,0,0,0,0,0
15,30,1,0,0,0,0,0,0
16,30,0,NA,NA,NA,NA,NA,NA
17,30,1,0,0,0,0,0,0
18,30,1,0,0,0,0,0,0
19,30,1,0,0,0,0,1,0
20,30,1,0,1,0,0,0,1
21,30,0,NA,NA,NA,NA,NA,NA
51,31,0,NA,NA,NA,NA,NA,NA
52,31,1,0,1,0,0,0,0
53,31,0,NA,NA,NA,NA,NA,NA
54,31,1,0,0,0,0,0,0
55,31,1,0,0,0,0,0,0
56,31,1,0,0,0,0,0,0
57,31,1,1,0,0,0,0,0
46,32,1,0,0,0,0,0,0
47,32,1,0,0,0,0,0,0
48,32,1,1,1,0,0,0,0
49,32,1,0,0,0,0,0,0
50,32,1,0,1,0,0,0,0
61,33,1,0,0,0,0,0,1
62,33,0,NA,NA,NA,NA,NA,NA
63,33,1,0,0,0,0,0,0
64,33,1,0,0,0,0,0,0
65,33,1,0,0,0,1,0,0
66,33,1,0,0,0,0,0,0
67,33,1,0,0,0,0,0,0
68,33,1,0,0,0,0,0,0
16,34,1,1,0,0,0,0,0
17,34,1,0,0,0,0,0,0
18,34,1,0,0,0,0,0,1
19,34,1,0,0,0,0,0,0
20,34,1,0,0,0,0,0,0
21,34,1,0,0,0,0,0,0
22,34,1,0,0,0,0,0,0
23,34,0,NA,NA,NA,NA,NA,NA
24,34,1,0,0,0,0,0,0
74,35,1,0,0,0,0,1,0
75,35,1,0,0,0,0,0,0
76,35,1,0,0,0,0,0,0
77,35,1,0,0,0,0,0,0
78,35,1,0,0,0,0,0,0
79,35,1,0,0,0,1,0,0
80,35,0,NA,NA,NA,NA,NA,NA
56,36,1,1,1,0,1,1,0
57,36,1,0,0,0,1,1,0
58,36,1,0,0,0,1,1,1
59,36,0,NA,NA,NA,NA,NA,NA
60,36,1,0,1,0,1,1,0
61,36,1,0,0,0,1,0,1
62,36,1,1,0,0,1,1,1
63,36,1,0,1,0,1,1,1
64,36,1,0,0,0,0,1,0
65,36,0,NA,NA,NA,NA,NA,NA
59,37,1,0,0,0,0,0,0
60,37,1,0,0,0,0,0,0
61,37,1,0,0,0,0,0,0
62,37,0,NA,NA,NA,NA,NA,NA
63,37,1,0,0,0,0,0,0
64,37,1,0,1,1,1,1,0
65,37,1,1,1,0,1,0,0
66,37,0,NA,NA,NA,NA,NA,NA
67,37,1,0,0,0,1,1,1
68,37,1,1,1,0,1,1,1
52,38,1,0,0,0,0,0,0
53,38,1,0,0,0,0,0,0
54,38,0,NA,NA,NA,NA,NA,NA
55,38,1,0,0,0,0,0,0
56,38,1,1,1,0,1,1,0
62,39,1,0,0,0,0,0,0
63,39,1,0,0,0,0,0,0
64,39,1,0,1,0,1,1,0
65,39,1,0,0,0,0,0,0
66,39,1,0,0,0,0,0,0
67,39,1,0,0,0,0,0,0
68,39,1,0,0,0,0,0,0
69,39,1,0,0,0,0,0,0
42,40,1,0,0,0,0,0,0
43,40,0,NA,NA,NA,NA,NA,NA
44,40,0,NA,NA,NA,NA,NA,NA
45,40,1,0,0,0,0,0,0
46,40,1,0,0,0,0,0,0
42,41,1,0,1,0,0,0,0
43,41,1,0,0,0,0,0,0
44,41,1,0,0,0,0,0,0
45,41,0,NA,NA,NA,NA,NA,NA
46,41,1,1,0,0,0,0,0
29,42,1,0,0,0,0,0,0
30,42,1,0,0,0,0,0,0
31,42,1,0,0,0,0,0,0
32,42,1,0,0,0,0,0,0
23,43,1,0,0,0,0,0,0
24,43,1,0,0,0,0,0,0
25,43,1,0,0,0,0,0,0
26,43,1,0,0,0,0,0,0
27,43,1,0,0,0,0,0,1
28,43,0,NA,NA,NA,NA,NA,NA
41,44,1,0,0,0,1,1,1
42,44,1,1,0,0,1,1,1
43,44,1,1,0,0,0,1,1
44,44,0,NA,NA,NA,NA,NA,NA
45,44,1,0,0,0,0,1,1
46,44,1,1,1,1,0,0,1
47,44,1,0,0,1,1,1,0
48,44,1,0,1,0,0,1,0
46,45,1,0,0,0,0,0,1
47,45,1,0,0,0,0,1,1
48,45,1,0,0,0,0,1,1
49,45,0,NA,NA,NA,NA,NA,NA
50,45,1,0,1,1,1,1,1
12,46,1,0,0,0,0,0,0
13,46,1,0,0,0,0,0,0
14,46,0,NA,NA,NA,NA,NA,NA
15,46,0,NA,NA,NA,NA,NA,NA
16,46,1,0,0,0,0,1,0
17,46,0,NA,NA,NA,NA,NA,NA
18,46,1,0,0,0,0,0,0
19,46,1,0,0,0,0,1,0
20,46,1,0,0,0,1,0,0
28,47,0,NA,NA,NA,NA,NA,NA
29,47,1,0,0,0,0,0,0
30,47,1,0,0,0,1,0,0
31,47,1,1,0,0,0,0,0
32,47,1,0,1,0,0,0,0
33,47,1,0,0,0,0,0,0
34,47,1,0,0,0,0,0,0
34,48,1,0,1,0,0,0,0
35,48,1,0,0,0,0,0,0
36,48,1,0,0,0,0,1,0
37,48,1,0,0,0,0,0,0
38,48,0,NA,NA,NA,NA,NA,NA
39,48,1,0,1,0,0,0,0
40,48,1,0,0,0,0,0,0
41,48,1,0,0,0,0,0,0
14,49,1,0,0,0,0,0,0
15,49,0,NA,NA,NA,NA,NA,NA
16,49,1,0,0,0,0,0,0
17,49,1,0,0,0,0,0,0
18,49,1,0,0,0,0,0,0
19,49,0,NA,NA,NA,NA,NA,NA
41,50,1,0,0,0,0,0,0
42,50,1,0,0,0,0,0,0
43,50,0,NA,NA,NA,NA,NA,NA
44,50,0,NA,NA,NA,NA,NA,NA
45,50,1,0,0,0,0,0,0
46,50,1,0,0,0,0,0,0
47,50,1,0,0,0,0,0,0
48,50,0,NA,NA,NA,NA,NA,NA
55,51,1,0,0,0,0,0,0
56,51,1,0,1,0,0,0,0
57,51,0,NA,NA,NA,NA,NA,NA
58,51,1,0,0,0,0,0,0
59,51,0,NA,NA,NA,NA,NA,NA
60,51,0,NA,NA,NA,NA,NA,NA
61,51,1,0,0,0,0,0,0
62,51,1,0,0,0,0,0,0
63,51,1,0,0,0,0,0,0
10,52,1,0,0,0,0,1,1
11,52,0,NA,NA,NA,NA,NA,NA
12,52,1,1,0,0,0,1,0
13,52,1,1,1,0,1,1,1
14,52,1,0,0,0,0,1,0
15,52,1,0,1,0,1,1,0
16,52,1,0,0,0,0,0,1
17,52,1,0,1,0,1,1,1
68,53,1,1,0,0,0,0,0
69,53,0,NA,NA,NA,NA,NA,NA
70,53,1,0,0,0,0,0,0
71,53,1,0,0,0,1,0,0
72,53,1,0,0,0,0,0,1
73,53,1,0,1,0,1,1,0
74,53,1,1,0,0,1,1,1
32,54,1,0,0,0,0,0,0
33,54,1,0,0,0,0,0,1
34,54,1,0,0,0,0,0,0
35,54,0,NA,NA,NA,NA,NA,NA
36,54,1,0,0,0,0,0,1
37,54,1,1,0,0,0,0,0
38,54,1,0,1,0,0,0,1
39,54,1,0,0,0,0,0,0
34,55,1,0,0,0,0,0,1
35,55,1,0,0,0,0,0,0
36,55,1,0,0,0,0,0,0
37,55,0,NA,NA,NA,NA,NA,NA
38,55,1,0,0,0,0,1,0
39,55,1,0,0,0,0,0,0
40,55,1,0,0,0,0,0,0
41,55,1,0,0,0,0,0,0
42,55,1,0,0,0,1,0,0
43,55,1,0,0,0,0,0,0
53,56,0,NA,NA,NA,NA,NA,NA
54,56,0,NA,NA,NA,NA,NA,NA
55,56,1,1,1,0,1,1,1
56,56,0,NA,NA,NA,NA,NA,NA
57,56,1,0,0,0,0,1,0
30,57,1,0,0,0,0,0,0
31,57,1,0,0,0,0,0,0
32,57,1,0,0,0,0,0,0
40,58,1,0,0,0,0,0,0
41,58,1,0,0,0,0,0,0
42,58,1,0,0,0,0,0,0
43,58,0,NA,NA,NA,NA,NA,NA
44,58,1,0,0,0,0,0,0
45,58,1,0,0,0,0,0,0
46,58,1,0,0,0,0,0,0
47,58,1,0,0,0,0,0,0
48,58,1,0,0,0,0,0,0
49,58,0,NA,NA,NA,NA,NA,NA
45,59,1,0,0,0,0,0,0
46,59,1,0,0,0,0,0,0
47,59,0,NA,NA,NA,NA,NA,NA
48,59,1,1,0,0,0,1,1
49,59,1,0,0,0,0,1,0
50,59,1,1,0,0,1,1,0
51,59,1,0,1,1,1,0,1
31,60,1,1,0,0,0,1,1
32,60,1,0,0,0,1,1,1
33,60,0,NA,NA,NA,NA,NA,NA
34,60,1,1,0,0,0,1,0
35,60,1,0,0,0,1,1,1
36,60,1,1,1,0,0,1,1
37,60,1,1,1,1,1,1,0
42,61,1,0,0,0,0,0,0
43,61,1,0,0,0,0,0,0
44,61,1,0,0,0,0,0,0
45,61,1,0,1,0,0,0,1
46,61,1,0,0,0,0,0,0
47,61,1,0,0,0,0,0,0
48,61,1,0,0,0,0,0,0
49,61,1,0,0,0,0,0,0
50,61,1,0,0,0,0,0,1
27,62,1,0,0,0,0,0,0
28,62,0,NA,NA,NA,NA,NA,NA
29,62,1,1,1,0,1,1,0
30,62,1,0,0,0,0,1,0
31,62,1,0,0,0,1,0,0
32,62,1,0,0,0,1,1,0
33,62,0,NA,NA,NA,NA,NA,NA
34,62,1,1,0,0,1,1,0
35,62,0,NA,NA,NA,NA,NA,NA
36,62,1,0,0,1,1,1,0
52,63,1,0,0,0,0,0,0
53,63,0,NA,NA,NA,NA,NA,NA
54,63,1,0,0,0,1,0,0
55,63,1,0,1,0,0,0,0
56,63,1,0,0,0,0,0,0
57,63,1,0,0,0,0,0,0
58,63,1,0,0,0,0,0,0
59,63,1,0,0,0,0,0,1
25,64,1,0,0,0,0,0,0
26,64,1,0,0,0,0,0,0
27,64,0,NA,NA,NA,NA,NA,NA
28,64,0,NA,NA,NA,NA,NA,NA
29,64,0,NA,NA,NA,NA,NA,NA
30,64,1,0,0,0,0,0,1
31,64,1,0,0,0,0,0,0
32,64,1,0,0,0,0,0,0
33,64,0,NA,NA,NA,NA,NA,NA
34,64,0,NA,NA,NA,NA,NA,NA
71,65,0,NA,NA,NA,NA,NA,NA
72,65,1,0,0,0,0,0,0
73,65,1,0,0,0,0,1,0
69,66,0,NA,NA,NA,NA,NA,NA
70,66,0,NA,NA,NA,NA,NA,NA
71,66,0,NA,NA,NA,NA,NA,NA
72,66,1,0,0,0,0,0,0
73,66,1,0,0,0,0,0,0
74,66,0,NA,NA,NA,NA,NA,NA
75,66,1,0,0,0,0,0,0
55,67,1,0,0,0,0,0,0
56,67,1,0,0,0,0,0,0
57,67,1,1,0,0,0,0,0
58,67,1,0,0,0,0,0,0
59,67,1,1,0,0,0,0,0
42,68,1,0,0,0,0,0,0
43,68,1,0,0,0,0,1,0
44,68,0,NA,NA,NA,NA,NA,NA
45,68,0,NA,NA,NA,NA,NA,NA
46,68,1,0,0,0,0,0,1
47,68,1,0,0,0,0,0,0
48,68,0,NA,NA,NA,NA,NA,NA
49,68,1,0,0,0,0,0,0
50,68,0,NA,NA,NA,NA,NA,NA
33,69,1,0,0,0,0,0,0
34,69,0,NA,NA,NA,NA,NA,NA
35,69,1,0,0,0,0,0,0
36,69,0,NA,NA,NA,NA,NA,NA
37,69,1,0,0,0,0,0,0
38,69,0,NA,NA,NA,NA,NA,NA
12,70,1,0,0,0,0,0,0
13,70,1,0,0,0,0,0,1
14,70,0,NA,NA,NA,NA,NA,NA
41,71,1,0,0,0,0,0,0
42,71,1,0,0,0,0,0,0
43,71,0,NA,NA,NA,NA,NA,NA
14,72,0,NA,NA,NA,NA,NA,NA
15,72,1,0,1,0,1,0,0
16,72,1,0,0,0,0,0,0
8,73,1,0,0,0,0,0,0
9,73,1,0,0,0,0,1,0
10,73,1,0,0,0,0,0,0
11,73,1,0,0,0,0,0,0
12,73,1,0,0,0,0,0,0
13,73,0,NA,NA,NA,NA,NA,NA
14,73,1,0,0,0,0,0,0
12,74,1,1,0,0,1,1,1
13,74,1,1,0,0,0,0,0
14,74,0,NA,NA,NA,NA,NA,NA
42,75,0,NA,NA,NA,NA,NA,NA
43,75,1,0,0,0,0,0,0
44,75,1,0,0,0,0,0,0
45,75,1,0,1,0,0,0,0
46,75,1,0,0,0,0,0,0
47,75,1,0,0,0,0,0,0
48,75,1,0,0,0,0,0,0
49,75,1,0,0,0,0,0,0
50,75,1,0,0,0,0,1,0
65,76,1,0,0,0,0,0,0
66,76,1,0,0,0,0,0,0
67,76,1,0,0,0,0,0,0
68,76,1,0,0,0,0,0,0
69,76,1,0,0,0,0,0,0
38,77,0,NA,NA,NA,NA,NA,NA
39,77,0,NA,NA,NA,NA,NA,NA
40,77,1,0,0,0,0,0,1
41,77,0,NA,NA,NA,NA,NA,NA
42,77,0,NA,NA,NA,NA,NA,NA
43,77,1,0,0,0,0,0,0
44,77,1,0,0,0,1,1,1
45,77,0,NA,NA,NA,NA,NA,NA
46,77,1,0,0,1,1,0,0
38,78,1,0,0,0,0,0,0
39,78,1,1,0,0,0,0,0
40,78,1,0,0,0,0,0,0
41,78,1,0,0,0,0,0,0
42,78,0,NA,NA,NA,NA,NA,NA
11,79,1,0,0,0,0,0,0
12,79,0,NA,NA,NA,NA,NA,NA
13,79,0,NA,NA,NA,NA,NA,NA
14,79,1,0,0,0,0,0,0
15,79,1,0,0,0,0,0,0
16,79,1,1,0,0,0,0,0
58,80,1,0,0,0,0,0,0
59,80,1,0,0,0,0,0,0
60,80,1,0,0,0,0,0,0
61,80,1,0,0,0,0,0,0
22,81,1,0,0,0,0,0,0
23,81,1,0,0,0,0,0,1
24,81,1,0,0,0,0,0,0
25,81,1,0,0,1,1,1,1
26,81,1,0,1,0,0,1,0
27,81,1,0,0,0,1,1,0
28,81,1,1,0,0,1,1,0
29,81,0,NA,NA,NA,NA,NA,NA
30,81,1,0,0,0,1,1,1
3,82,1,0,0,0,1,1,0
4,82,0,NA,NA,NA,NA,NA,NA
5,82,0,NA,NA,NA,NA,NA,NA
6,82,1,1,0,0,1,1,0
7,82,1,0,0,0,1,1,1
8,82,0,NA,NA,NA,NA,NA,NA
9,82,1,0,1,0,0,1,0
10,82,1,1,0,0,0,1,1
11,82,1,0,1,0,0,0,1
18,83,1,0,0,0,0,0,0
19,83,1,0,1,0,0,0,0
20,83,0,NA,NA,NA,NA,NA,NA
21,83,0,NA,NA,NA,NA,NA,NA
22,83,1,0,0,0,0,0,0
63,84,1,0,0,0,0,0,0
64,84,1,0,0,0,0,0,0
65,84,1,1,0,0,0,1,0
66,84,0,NA,NA,NA,NA,NA,NA
67,84,1,1,1,0,0,1,1
68,84,1,0,1,0,0,1,1
69,84,0,NA,NA,NA,NA,NA,NA
70,84,1,1,1,0,0,1,0
68,85,1,0,0,0,0,0,0
69,85,1,0,0,0,0,1,0
70,85,1,0,0,0,0,0,0
74,86,1,0,1,0,0,0,0
75,86,1,0,0,0,0,0,0
76,86,1,0,0,0,0,0,0
77,86,1,0,0,0,1,0,0
78,86,1,0,0,0,0,0,0
79,86,1,0,0,0,0,0,0
80,86,0,NA,NA,NA,NA,NA,NA
61,87,1,0,0,0,0,0,0
62,87,1,0,0,0,0,0,0
63,87,1,0,0,0,0,0,0
64,87,0,NA,NA,NA,NA,NA,NA
65,87,1,0,0,0,0,0,0
66,87,0,NA,NA,NA,NA,NA,NA
67,87,1,0,0,0,0,0,0
16,88,1,0,0,0,0,0,0
17,88,1,0,0,0,0,1,0
18,88,1,0,0,0,0,0,0
19,88,1,0,0,0,0,0,0
20,88,1,0,0,0,0,0,0
21,88,1,0,0,0,0,0,0
22,88,0,NA,NA,NA,NA,NA,NA
23,88,0,NA,NA,NA,NA,NA,NA
24,88,1,0,0,0,0,0,0
68,89,0,NA,NA,NA,NA,NA,NA
69,89,1,0,0,0,0,0,0
70,89,1,0,0,0,0,0,0
71,89,1,0,0,0,0,0,0
72,89,1,1,0,0,0,0,0
73,89,1,0,0,0,0,0,0
74,89,1,0,0,0,0,0,0
55,90,1,0,0,0,0,0,0
56,90,1,1,0,0,0,1,0
57,90,0,NA,NA,NA,NA,NA,NA
7,91,1,0,0,0,0,0,0
8,91,1,0,0,0,0,1,0
9,91,0,NA,NA,NA,NA,NA,NA
10,91,1,0,0,0,0,0,0
11,91,1,0,0,0,0,0,0
12,91,1,0,0,0,0,0,0
13,91,1,0,0,0,0,0,0
14,91,0,NA,NA,NA,NA,NA,NA
15,91,1,0,0,0,0,0,0
2,92,1,0,0,0,0,1,0
3,92,1,0,1,0,1,0,0
4,92,1,0,0,0,0,0,0
5,92,1,0,0,0,0,1,0
15,93,1,0,0,0,0,0,0
16,93,1,0,0,0,0,0,1
17,93,1,0,0,0,0,0,0
18,93,1,0,0,0,0,0,0
19,93,1,0,0,0,0,0,0
41,94,1,0,0,0,0,0,0
42,94,1,0,0,0,0,0,0
43,94,1,0,0,0,0,0,0
44,94,1,0,0,0,0,0,0
45,94,0,NA,NA,NA,NA,NA,NA
46,94,1,0,0,0,0,0,0
47,94,0,NA,NA,NA,NA,NA,NA
48,94,1,0,0,0,0,0,0
49,94,1,0,0,0,0,0,0
50,94,1,0,0,0,0,0,0
59,95,0,NA,NA,NA,NA,NA,NA
60,95,1,0,0,0,0,0,0
61,95,1,0,0,0,1,0,1
62,95,0,NA,NA,NA,NA,NA,NA
63,95,1,0,0,0,0,0,0
64,95,1,0,0,0,0,0,0
35,96,1,0,0,0,1,0,0
36,96,1,0,1,0,0,0,0
37,96,1,0,0,0,0,0,0
49,97,1,0,0,0,0,0,0
50,97,1,0,0,0,0,0,0
51,97,1,0,0,0,0,0,0
52,97,1,0,0,0,0,0,0
53,97,1,0,0,0,0,0,0
54,97,1,0,0,0,1,0,0
55,97,1,0,0,0,0,0,0
37,98,1,0,0,0,0,0,0
38,98,1,0,0,0,0,0,0
39,98,1,1,0,0,0,0,1
40,98,0,NA,NA,NA,NA,NA,NA
41,98,1,0,0,0,0,0,0
42,98,0,NA,NA,NA,NA,NA,NA
43,98,1,0,0,0,1,0,0
44,98,1,0,0,0,0,0,0
45,98,1,0,0,0,0,0,0
35,99,0,NA,NA,NA,NA,NA,NA
36,99,1,0,1,0,0,1,1
37,99,1,0,1,0,1,1,1
13,100,1,0,1,0,0,0,0
14,100,1,0,0,0,0,0,0
15,100,1,0,0,0,0,0,0
16,100,0,NA,NA,NA,NA,NA,NA
17,100,1,0,0,0,0,0,0
18,100,1,0,0,0,0,1,0
19,100,1,0,0,0,0,1,0
20,100,1,0,0,0,0,0,0
21,100,0,NA,NA,NA,NA,NA,NA
54,101,1,0,0,1,1,1,1
55,101,0,NA,NA,NA,NA,NA,NA
56,101,1,0,0,0,1,1,0
57,101,1,1,1,0,1,1,1
58,101,0,NA,NA,NA,NA,NA,NA
63,102,1,0,1,0,0,0,0
64,102,1,0,1,0,1,1,0
65,102,1,1,1,0,1,0,0
5,103,0,NA,NA,NA,NA,NA,NA
6,103,1,1,1,0,0,0,0
7,103,1,0,0,0,0,0,0
8,103,1,1,0,0,0,0,0
9,103,1,0,0,0,0,0,0
10,103,1,1,0,0,0,0,0
11,103,1,0,0,0,0,0,0
12,103,1,0,0,0,0,0,0
13,103,1,0,0,0,0,0,0
14,103,1,0,0,0,1,0,0
51,104,1,0,0,0,0,0,0
52,104,1,1,0,0,1,0,1
53,104,1,0,0,0,1,0,0
15,105,1,0,0,0,0,0,0
16,105,1,0,0,0,0,0,0
17,105,1,0,0,0,0,0,0
18,105,0,NA,NA,NA,NA,NA,NA
19,105,1,0,0,0,0,0,0
20,105,1,0,1,0,0,0,0
21,105,0,NA,NA,NA,NA,NA,NA
22,105,0,NA,NA,NA,NA,NA,NA
23,105,1,1,0,0,0,0,0
24,105,1,0,0,0,0,0,0
35,106,1,0,0,0,0,0,0
36,106,1,0,0,0,0,0,0
37,106,1,0,0,0,0,0,0
43,107,1,0,0,0,0,0,0
44,107,0,NA,NA,NA,NA,NA,NA
45,107,1,0,0,0,0,0,0
5,108,1,0,1,0,0,1,0
6,108,1,1,0,0,0,0,0
7,108,1,0,0,0,0,0,0
8,108,0,NA,NA,NA,NA,NA,NA
9,108,1,0,0,0,0,0,1
10,108,0,NA,NA,NA,NA,NA,NA
11,108,1,1,1,0,0,1,1
12,108,1,0,1,0,1,0,0
43,109,1,0,0,0,0,0,0
44,109,0,NA,NA,NA,NA,NA,NA
45,109,1,0,0,0,0,0,0
46,109,1,0,0,0,0,0,0
47,109,1,0,0,0,0,0,0
12,110,1,0,0,0,0,0,0
13,110,1,0,1,0,0,0,0
14,110,0,NA,NA,NA,NA,NA,NA
15,110,1,0,0,0,0,0,0
16,110,1,0,0,0,0,0,0
17,110,1,0,1,0,1,1,1
18,110,1,0,1,0,0,0,1
19,110,1,0,1,0,1,1,1
70,111,1,0,0,0,0,0,0
71,111,1,0,0,0,0,0,0
72,111,1,0,0,0,0,0,0
73,111,1,0,0,0,0,0,0
74,111,1,0,0,0,0,0,0
75,111,1,0,0,0,0,0,1
76,111,1,0,0,0,1,0,0
77,111,1,0,0,0,0,0,0
78,111,1,0,0,0,0,0,0
79,111,1,0,0,0,0,0,1
5,112,0,NA,NA,NA,NA,NA,NA
6,112,1,1,0,0,0,0,0
7,112,1,0,0,0,0,0,0
8,112,0,NA,NA,NA,NA,NA,NA
9,112,1,1,0,0,1,1,0
10,112,1,1,1,0,1,0,0
11,112,1,0,0,0,1,1,1
12,112,1,0,0,0,0,1,1
13,112,1,1,0,0,0,1,1
